s1_t,s1_v,s1_data,s2_t,s2_v,s2_data,s3_t,s3_v,s3_data,s4_t,s4_v,s4_data,ancient,efficiency,set,slot,grade,level,m_t,i_t,i_v
DEF%,11,"{""enchanted"":false,""gvalue"":0}",SPD,6,"{""enchanted"":false,""gvalue"":0}",CRate,14,"{""enchanted"":false,""gvalue"":0}",,0,{},FALSE,72.02,Rage,4,6,9,CDmg,DEF flat,15
DEF%,5,"{""enchanted"":false,""gvalue"":0}",ACC,15,"{""enchanted"":false,""gvalue"":0}",CRate,8,"{""enchanted"":false,""gvalue"":0}",ATK%,15,"{""enchanted"":false,""gvalue"":0}",FALSE,76.49,Rage,4,6,12,CDmg,,0
HP%,20,"{""enchanted"":false,""gvalue"":0}",DEF flat,41,"{""enchanted"":false,""gvalue"":0}",ATK%,6,"{""enchanted"":false,""gvalue"":0}",SPD,6,"{""enchanted"":false,""gvalue"":0}",FALSE,75.44,Rage,4,6,12,DEF%,HP flat,215
ACC,5,"{""enchanted"":false,""gvalue"":0}",DEF%,17,"{""enchanted"":false,""gvalue"":0}",ATK%,13,"{""enchanted"":false,""gvalue"":0}",SPD,5,"{""enchanted"":false,""gvalue"":0}",FALSE,76.23,Rage,4,6,12,CDmg,HP flat,348
SPD,9,"{""enchanted"":false,""gvalue"":3}",HP%,27,"{""enchanted"":false,""gvalue"":5}",ACC,7,"{""enchanted"":true,""gvalue"":0}",DEF%,19,"{""enchanted"":false,""gvalue"":7}",FALSE,93.75,Rage,4,6,15,ATK%,,0
HP%,27,"{""enchanted"":false,""gvalue"":7}",SPD,8,"{""enchanted"":false,""gvalue"":3}",DEF%,22,"{""enchanted"":false,""gvalue"":7}",ATK%,14,"{""enchanted"":true,""gvalue"":6}",FALSE,103.12,Rage,4,6,12,CDmg,HP flat,171
ATK%,25,"{""enchanted"":false,""gvalue"":4}",HP%,16,"{""enchanted"":false,""gvalue"":0}",SPD,9,"{""enchanted"":false,""gvalue"":3}",CDmg,6,"{""enchanted"":false,""gvalue"":0}",FALSE,94.52,Rage,4,6,12,DEF%,ACC,6
DEF%,16,"{""enchanted"":false,""gvalue"":0}",RES,10,"{""enchanted"":false,""gvalue"":0}",SPD,11,"{""enchanted"":false,""gvalue"":0}",,0,{},FALSE,72.02,Rage,4,6,9,HP%,,0
CRate,10,"{""enchanted"":false,""gvalue"":0}",CDmg,16,"{""enchanted"":false,""gvalue"":0}",ACC,8,"{""enchanted"":false,""gvalue"":0}",HP%,13,"{""enchanted"":true,""gvalue"":4}",FALSE,82.7,Rage,5,6,15,HP flat,,0
SPD,11,"{""enchanted"":false,""gvalue"":0}",RES,11,"{""enchanted"":false,""gvalue"":0}",HP%,12,"{""enchanted"":false,""gvalue"":0}",CRate,10,"{""enchanted"":false,""gvalue"":0}",FALSE,81.25,Rage,5,6,12,HP flat,,0
CDmg,19,"{""enchanted"":false,""gvalue"":0}",ATK%,16,"{""enchanted"":false,""gvalue"":5}",RES,8,"{""enchanted"":false,""gvalue"":0}",CRate,3,"{""enchanted"":true,""gvalue"":0}",FALSE,80.1,Rage,5,6,15,HP flat,,0
SPD,15,"{""enchanted"":false,""gvalue"":0}",DEF%,5,"{""enchanted"":false,""gvalue"":0}",ACC,12,"{""enchanted"":false,""gvalue"":0}",CRate,8,"{""enchanted"":false,""gvalue"":0}",FALSE,83.63,Rage,5,6,12,HP flat,HP%,6
DEF%,22,"{""enchanted"":false,""gvalue"":6}",SPD,8,"{""enchanted"":false,""gvalue"":3}",HP%,15,"{""enchanted"":true,""gvalue"":6}",CDmg,20,"{""enchanted"":false,""gvalue"":0}",FALSE,104.63,Rage,5,6,12,HP flat,CRate,5
DEF%,34,"{""enchanted"":false,""gvalue"":6}",HP%,10,"{""enchanted"":false,""gvalue"":3}",CDmg,7,"{""enchanted"":false,""gvalue"":0}",ACC,7,"{""enchanted"":false,""gvalue"":0}",FALSE,88.39,Rage,5,6,12,HP flat,,0
DEF%,20,"{""enchanted"":false,""gvalue"":0}",SPD,4,"{""enchanted"":false,""gvalue"":0}",HP%,14,"{""enchanted"":false,""gvalue"":0}",DEF flat,16,"{""enchanted"":false,""gvalue"":0}",FALSE,73.69,Rage,5,6,12,HP flat,,0
SPD,15,"{""enchanted"":false,""gvalue"":3}",CRate,6,"{""enchanted"":false,""gvalue"":0}",ATK%,25,"{""enchanted"":false,""gvalue"":7}",DEF%,15,"{""enchanted"":true,""gvalue"":6}",FALSE,96.43,Rage,5,6,15,HP flat,,0
CDmg,6,"{""enchanted"":false,""gvalue"":0}",RES,4,"{""enchanted"":false,""gvalue"":0}",CRate,4,"{""enchanted"":false,""gvalue"":0}",,0,{},FALSE,53.03,Rage,5,6,0,HP flat,ATK flat,16
RES,8,"{""enchanted"":false,""gvalue"":0}",ATK%,11,"{""enchanted"":false,""gvalue"":4}",SPD,20,"{""enchanted"":false,""gvalue"":0}",HP flat,165,"{""enchanted"":false,""gvalue"":0}",FALSE,78.06,Focus,1,6,12,ATK flat,,0
RES,7,"{""enchanted"":false,""gvalue"":0}",HP%,19,"{""enchanted"":false,""gvalue"":0}",SPD,5,"{""enchanted"":false,""gvalue"":0}",,0,{},FALSE,72.02,Focus,1,6,6,ATK flat,CRate,6
ACC,20,"{""enchanted"":false,""gvalue"":0}",ATK%,7,"{""enchanted"":false,""gvalue"":0}",HP%,8,"{""enchanted"":false,""gvalue"":0}",,0,{},FALSE,74.11,Focus,1,6,6,ATK flat,SPD,6
CDmg,5,"{""enchanted"":false,""gvalue"":0}",HP%,23,"{""enchanted"":false,""gvalue"":3}",ATK%,20,"{""enchanted"":false,""gvalue"":5}",SPD,4,"{""enchanted"":false,""gvalue"":0}",FALSE,86.25,Focus,1,6,12,ATK flat,HP flat,239
ACC,8,"{""enchanted"":false,""gvalue"":0}",HP%,17,"{""enchanted"":false,""gvalue"":4}",SPD,20,"{""enchanted"":false,""gvalue"":3}",CRate,4,"{""enchanted"":false,""gvalue"":0}",FALSE,92.86,Focus,1,6,12,ATK flat,RES,7
CRate,11,"{""enchanted"":false,""gvalue"":0}",ACC,16,"{""enchanted"":false,""gvalue"":0}",RES,4,"{""enchanted"":false,""gvalue"":0}",SPD,9,"{""enchanted"":true,""gvalue"":3}",FALSE,84.52,Focus,2,6,15,ATK%,CDmg,7
RES,13,"{""enchanted"":false,""gvalue"":0}",DEF%,6,"{""enchanted"":false,""gvalue"":0}",ACC,27,"{""enchanted"":false,""gvalue"":0}",HP%,5,"{""enchanted"":false,""gvalue"":0}",FALSE,81.25,Focus,2,6,12,ATK%,,0
CRate,11,"{""enchanted"":false,""gvalue"":0}",CDmg,6,"{""enchanted"":false,""gvalue"":0}",ACC,7,"{""enchanted"":false,""gvalue"":0}",HP%,26,"{""enchanted"":false,""gvalue"":5}",FALSE,84.4,Focus,2,6,12,ATK%,,0
DEF%,10,"{""enchanted"":false,""gvalue"":4}",ATK flat,13,"{""enchanted"":false,""gvalue"":0}",ATK%,32,"{""enchanted"":false,""gvalue"":6}",CDmg,4,"{""enchanted"":false,""gvalue"":0}",FALSE,83.19,Focus,2,6,12,SPD,RES,4
DEF%,28,"{""enchanted"":false,""gvalue"":0}",ACC,6,"{""enchanted"":false,""gvalue"":0}",ATK flat,16,"{""enchanted"":false,""gvalue"":0}",CDmg,4,"{""enchanted"":false,""gvalue"":0}",FALSE,73.01,Focus,2,6,12,SPD,,0
RES,15,"{""enchanted"":false,""gvalue"":0}",HP%,27,"{""enchanted"":false,""gvalue"":6}",DEF flat,35,"{""enchanted"":false,""gvalue"":19}",CDmg,6,"{""enchanted"":false,""gvalue"":0}",FALSE,85.59,Focus,2,6,12,SPD,,0
ACC,7,"{""enchanted"":false,""gvalue"":0}",HP%,30,"{""enchanted"":false,""gvalue"":5}",CRate,4,"{""enchanted"":false,""gvalue"":0}",SPD,10,"{""enchanted"":false,""gvalue"":0}",FALSE,85.42,Focus,3,6,12,DEF flat,,0
RES,11,"{""enchanted"":false,""gvalue"":0}",SPD,11,"{""enchanted"":false,""gvalue"":0}",DEF%,14,"{""enchanted"":false,""gvalue"":0}",,0,{},FALSE,74.7,Focus,3,6,9,DEF flat,ACC,4
SPD,9,"{""enchanted"":false,""gvalue"":0}",HP%,13,"{""enchanted"":false,""gvalue"":0}",ACC,9,"{""enchanted"":false,""gvalue"":0}",CRate,6,"{""enchanted"":false,""gvalue"":0}",FALSE,76.34,Focus,3,6,9,DEF flat,HP flat,328
ACC,4,"{""enchanted"":false,""gvalue"":0}",SPD,17,"{""enchanted"":false,""gvalue"":2}",DEF%,20,"{""enchanted"":false,""gvalue"":6}",CRate,5,"{""enchanted"":false,""gvalue"":0}",FALSE,83.33,Focus,3,6,12,DEF flat,,0
DEF%,21,"{""enchanted"":false,""gvalue"":4}",HP%,12,"{""enchanted"":false,""gvalue"":5}",SPD,11,"{""enchanted"":false,""gvalue"":2}",ACC,6,"{""enchanted"":false,""gvalue"":0}",FALSE,83.63,Focus,3,6,12,DEF flat,,0
SPD,11,"{""enchanted"":false,""gvalue"":0}",HP%,6,"{""enchanted"":false,""gvalue"":0}",ACC,23,"{""enchanted"":false,""gvalue"":0}",HP flat,213,"{""enchanted"":false,""gvalue"":0}",FALSE,82.68,Focus,3,6,12,DEF flat,CRate,5
HP%,18,"{""enchanted"":false,""gvalue"":5}",CDmg,6,"{""enchanted"":false,""gvalue"":0}",DEF%,27,"{""enchanted"":false,""gvalue"":5}",HP flat,577,"{""enchanted"":false,""gvalue"":428}",FALSE,93.76,Focus,3,6,12,DEF flat,ACC,7
CRate,4,"{""enchanted"":false,""gvalue"":0}",CDmg,18,"{""enchanted"":false,""gvalue"":0}",DEF%,15,"{""enchanted"":false,""gvalue"":0}",,0,{},FALSE,74.32,Focus,3,6,9,DEF flat,HP flat,219
HP%,7,"{""enchanted"":false,""gvalue"":0}",RES,12,"{""enchanted"":false,""gvalue"":0}",SPD,15,"{""enchanted"":false,""gvalue"":0}",,0,{},FALSE,70.54,Focus,3,6,9,DEF flat,,0
HP flat,233,"{""enchanted"":false,""gvalue"":0}",CRate,11,"{""enchanted"":false,""gvalue"":0}",SPD,16,"{""enchanted"":false,""gvalue"":0}",,0,{},FALSE,76.33,Focus,3,6,9,DEF flat,HP%,7
DEF%,13,"{""enchanted"":false,""gvalue"":5}",CDmg,5,"{""enchanted"":false,""gvalue"":0}",HP%,35,"{""enchanted"":false,""gvalue"":7}",SPD,6,"{""enchanted"":false,""gvalue"":0}",FALSE,96.77,Focus,3,6,12,DEF flat,CRate,5
SPD,15,"{""enchanted"":false,""gvalue"":4}",CRate,12,"{""enchanted"":false,""gvalue"":0}",HP%,20,"{""enchanted"":false,""gvalue"":6}",DEF%,13,"{""enchanted"":true,""gvalue"":6}",FALSE,97.32,Focus,3,6,12,DEF flat,,0
ACC,4,"{""enchanted"":false,""gvalue"":0}",HP%,16,"{""enchanted"":false,""gvalue"":0}",CRate,11,"{""enchanted"":false,""gvalue"":0}",SPD,9,"{""enchanted"":false,""gvalue"":0}",FALSE,77.38,Focus,4,6,9,CDmg,,0
ATK%,18,"{""enchanted"":false,""gvalue"":6}",CDmg,20,"{""enchanted"":false,""gvalue"":0}",ATK flat,34,"{""enchanted"":false,""gvalue"":16}",DEF%,10,"{""enchanted"":false,""gvalue"":5}",FALSE,87.19,Focus,5,6,12,HP flat,,0
ACC,5,"{""enchanted"":false,""gvalue"":0}",ATK flat,33,"{""enchanted"":false,""gvalue"":0}",HP%,8,"{""enchanted"":false,""gvalue"":0}",ATK%,34,"{""enchanted"":false,""gvalue"":6}",FALSE,88.04,Focus,5,6,12,HP flat,RES,5
CRate,11,"{""enchanted"":false,""gvalue"":0}",SPD,8,"{""enchanted"":false,""gvalue"":3}",DEF%,27,"{""enchanted"":false,""gvalue"":7}",HP%,17,"{""enchanted"":false,""gvalue"":5}",FALSE,97.62,Focus,5,6,12,HP flat,,0
ATK%,13,"{""enchanted"":true,""gvalue"":6}",DEF%,12,"{""enchanted"":false,""gvalue"":5}",SPD,24,"{""enchanted"":false,""gvalue"":4}",CRate,4,"{""enchanted"":false,""gvalue"":0}",FALSE,91.37,Focus,5,6,12,HP flat,,0
RES,8,"{""enchanted"":false,""gvalue"":0}",ATK flat,38,"{""enchanted"":false,""gvalue"":20}",SPD,24,"{""enchanted"":false,""gvalue"":4}",ATK%,15,"{""enchanted"":false,""gvalue"":7}",FALSE,97.73,Focus,5,6,12,HP flat,CDmg,6
DEF%,27,"{""enchanted"":false,""gvalue"":7}",HP%,13,"{""enchanted"":true,""gvalue"":6}",SPD,14,"{""enchanted"":false,""gvalue"":3}",ACC,7,"{""enchanted"":false,""gvalue"":0}",FALSE,94.35,Focus,5,6,12,HP flat,,0
ACC,15,"{""enchanted"":false,""gvalue"":0}",ATK%,16,"{""enchanted"":false,""gvalue"":3}",DEF%,15,"{""enchanted"":false,""gvalue"":0}",,0,{},FALSE,83.04,Focus,5,6,9,HP flat,HP%,7
HP%,14,"{""enchanted"":false,""gvalue"":0}",ACC,16,"{""enchanted"":false,""gvalue"":0}",RES,8,"{""enchanted"":false,""gvalue"":0}",SPD,5,"{""enchanted"":false,""gvalue"":0}",FALSE,75.6,Focus,5,6,9,HP flat,,0
SPD,6,"{""enchanted"":false,""gvalue"":0}",ACC,20,"{""enchanted"":false,""gvalue"":0}",CRate,4,"{""enchanted"":false,""gvalue"":0}",,0,{},FALSE,69.56,Focus,5,6,6,HP flat,CDmg,4
SPD,15,"{""enchanted"":false,""gvalue"":0}",ACC,6,"{""enchanted"":false,""gvalue"":0}",ATK%,11,"{""enchanted"":false,""gvalue"":0}",,0,{},FALSE,72.32,Focus,5,6,9,HP flat,RES,4
CDmg,5,"{""enchanted"":false,""gvalue"":0}",CRate,8,"{""enchanted"":false,""gvalue"":0}",ACC,19,"{""enchanted"":false,""gvalue"":0}",SPD,10,"{""enchanted"":true,""gvalue"":2}",FALSE,85.46,Focus,6,6,15,ATK%,DEF%,7
ACC,17,"{""enchanted"":false,""gvalue"":0}",SPD,15,"{""enchanted"":false,""gvalue"":4}",HP%,15,"{""enchanted"":true,""gvalue"":6}",ATK%,20,"{""enchanted"":false,""gvalue"":6}",FALSE,100,Endure,1,6,12,ATK flat,,0
ATK%,19,"{""enchanted"":false,""gvalue"":0}",HP%,14,"{""enchanted"":false,""gvalue"":0}",ACC,8,"{""enchanted"":false,""gvalue"":0}",SPD,6,"{""enchanted"":false,""gvalue"":2}",FALSE,81.98,Endure,1,6,12,ATK flat,HP flat,264
CDmg,19,"{""enchanted"":false,""gvalue"":0}",ATK%,12,"{""enchanted"":false,""gvalue"":5}",SPD,14,"{""enchanted"":false,""gvalue"":3}",ACC,6,"{""enchanted"":false,""gvalue"":0}",FALSE,87.84,Endure,1,6,12,ATK flat,,0
ACC,23,"{""enchanted"":false,""gvalue"":0}",SPD,5,"{""enchanted"":false,""gvalue"":0}",HP flat,606,"{""enchanted"":false,""gvalue"":0}",CRate,5,"{""enchanted"":false,""gvalue"":0}",FALSE,79.28,Endure,1,6,9,ATK flat,RES,6
ATK%,20,"{""enchanted"":false,""gvalue"":6}",CDmg,7,"{""enchanted"":false,""gvalue"":0}",SPD,18,"{""enchanted"":false,""gvalue"":3}",CRate,5,"{""enchanted"":false,""gvalue"":0}",FALSE,91.19,Endure,1,6,12,ATK flat,HP flat,325
CRate,4,"{""enchanted"":false,""gvalue"":0}",CDmg,12,"{""enchanted"":false,""gvalue"":0}",SPD,17,"{""enchanted"":false,""gvalue"":0}",,0,{},FALSE,72.96,Endure,1,6,9,ATK flat,,0
HP%,14,"{""enchanted"":false,""gvalue"":0}",SPD,17,"{""enchanted"":false,""gvalue"":0}",CDmg,8,"{""enchanted"":false,""gvalue"":0}",RES,18,"{""enchanted"":false,""gvalue"":0}",TRUE,92.69,Endure,1,6,12,ATK flat,,0
HP%,12,"{""enchanted"":false,""gvalue"":0}",DEF%,5,"{""enchanted"":false,""gvalue"":0}",SPD,15,"{""enchanted"":false,""gvalue"":0}",CDmg,8,"{""enchanted"":false,""gvalue"":0}",FALSE,76.91,Endure,2,6,12,ATK%,,0
HP%,14,"{""enchanted"":false,""gvalue"":0}",ATK flat,34,"{""enchanted"":false,""gvalue"":0}",ATK%,7,"{""enchanted"":false,""gvalue"":0}",RES,13,"{""enchanted"":false,""gvalue"":0}",TRUE,72.14,Endure,2,6,10,SPD,,0
CRate,6,"{""enchanted"":false,""gvalue"":0}",DEF%,5,"{""enchanted"":false,""gvalue"":0}",CDmg,22,"{""enchanted"":false,""gvalue"":0}",RES,9,"{""enchanted"":true,""gvalue"":0}",FALSE,83.16,Endure,3,6,15,DEF flat,ACC,6
DEF%,14,"{""enchanted"":false,""gvalue"":0}",CDmg,5,"{""enchanted"":false,""gvalue"":0}",HP%,20,"{""enchanted"":false,""gvalue"":0}",RES,4,"{""enchanted"":false,""gvalue"":0}",FALSE,74.74,Endure,3,6,12,DEF flat,,0
DEF%,5,"{""enchanted"":false,""gvalue"":0}",HP%,20,"{""enchanted"":false,""gvalue"":0}",RES,7,"{""enchanted"":false,""gvalue"":0}",,0,{},FALSE,67.86,Endure,3,6,6,DEF flat,ACC,4
ACC,20,"{""enchanted"":false,""gvalue"":0}",SPD,11,"{""enchanted"":false,""gvalue"":0}",RES,4,"{""enchanted"":false,""gvalue"":0}",,0,{},FALSE,75,Endure,3,6,9,DEF flat,CRate,4
SPD,9,"{""enchanted"":false,""gvalue"":3}",HP%,18,"{""enchanted"":false,""gvalue"":5}",ACC,23,"{""enchanted"":false,""gvalue"":0}",RES,6,"{""enchanted"":false,""gvalue"":0}",FALSE,88.39,Endure,3,6,12,DEF flat,,0
HP%,18,"{""enchanted"":false,""gvalue"":6}",SPD,10,"{""enchanted"":true,""gvalue"":4}",DEF%,29,"{""enchanted"":false,""gvalue"":7}",ATK%,20,"{""enchanted"":false,""gvalue"":6}",FALSE,109.88,Endure,4,6,12,CRate,HP flat,256
SPD,16,"{""enchanted"":false,""gvalue"":0}",CDmg,7,"{""enchanted"":false,""gvalue"":0}",ACC,13,"{""enchanted"":false,""gvalue"":0}",,0,{},FALSE,78.87,Endure,4,6,9,HP%,ATK%,6
ATK%,7,"{""enchanted"":false,""gvalue"":0}",SPD,17,"{""enchanted"":false,""gvalue"":0}",DEF%,10,"{""enchanted"":false,""gvalue"":0}",ATK flat,13,"{""enchanted"":false,""gvalue"":0}",FALSE,73.45,Endure,5,6,12,HP flat,,0
HP%,18,"{""enchanted"":false,""gvalue"":5}",ACC,7,"{""enchanted"":false,""gvalue"":0}",SPD,19,"{""enchanted"":false,""gvalue"":4}",ATK%,16,"{""enchanted"":true,""gvalue"":7}",FALSE,99.4,Endure,5,6,12,HP flat,RES,5
HP%,14,"{""enchanted"":false,""gvalue"":0}",ACC,14,"{""enchanted"":false,""gvalue"":0}",ATK%,13,"{""enchanted"":false,""gvalue"":0}",ATK flat,22,"{""enchanted"":false,""gvalue"":0}",FALSE,76.25,Endure,5,6,12,HP flat,,0
DEF%,14,"{""enchanted"":false,""gvalue"":6}",CRate,6,"{""enchanted"":false,""gvalue"":0}",SPD,24,"{""enchanted"":false,""gvalue"":4}",HP%,14,"{""enchanted"":true,""gvalue"":6}",FALSE,103.57,Endure,5,6,12,HP flat,ACC,8
RES,14,"{""enchanted"":false,""gvalue"":0}",DEF%,5,"{""enchanted"":false,""gvalue"":0}",DEF flat,14,"{""enchanted"":false,""gvalue"":0}",CRate,5,"{""enchanted"":false,""gvalue"":0}",FALSE,61.13,Endure,5,6,6,HP flat,,0
ACC,20,"{""enchanted"":false,""gvalue"":0}",SPD,10,"{""enchanted"":false,""gvalue"":4}",HP%,20,"{""enchanted"":false,""gvalue"":7}",ATK%,16,"{""enchanted"":true,""gvalue"":5}",FALSE,102.08,Endure,5,6,12,HP flat,RES,5
CRate,16,"{""enchanted"":false,""gvalue"":0}",ACC,5,"{""enchanted"":false,""gvalue"":0}",DEF%,20,"{""enchanted"":false,""gvalue"":6}",ATK%,5,"{""enchanted"":false,""gvalue"":0}",FALSE,85.12,Endure,5,6,12,HP flat,RES,4
SPD,8,"{""enchanted"":false,""gvalue"":3}",HP flat,252,"{""enchanted"":false,""gvalue"":0}",RES,29,"{""enchanted"":false,""gvalue"":0}",DEF%,16,"{""enchanted"":true,""gvalue"":7}",FALSE,87.82,Endure,6,6,12,HP%,,0
ATK%,13,"{""enchanted"":false,""gvalue"":0}",SPD,10,"{""enchanted"":false,""gvalue"":0}",DEF%,14,"{""enchanted"":false,""gvalue"":0}",,0,{},FALSE,71.73,Endure,6,6,9,RES,,0
ATK%,13,"{""enchanted"":true,""gvalue"":5}",ACC,8,"{""enchanted"":false,""gvalue"":0}",CDmg,14,"{""enchanted"":false,""gvalue"":0}",HP%,20,"{""enchanted"":false,""gvalue"":0}",FALSE,86.61,Fatal,1,6,15,ATK flat,,0
CRate,10,"{""enchanted"":false,""gvalue"":0}",ATK%,27,"{""enchanted"":false,""gvalue"":6}",SPD,7,"{""enchanted"":false,""gvalue"":3}",HP%,23,"{""enchanted"":false,""gvalue"":7}",FALSE,104.17,Fatal,1,6,15,ATK flat,RES,4
RES,18,"{""enchanted"":false,""gvalue"":0}",SPD,14,"{""enchanted"":false,""gvalue"":0}",ACC,5,"{""enchanted"":false,""gvalue"":0}",ATK%,5,"{""enchanted"":false,""gvalue"":0}",FALSE,84.52,Fatal,1,6,12,ATK flat,CDmg,7
ATK%,13,"{""enchanted"":false,""gvalue"":0}",RES,4,"{""enchanted"":false,""gvalue"":0}",CDmg,14,"{""enchanted"":false,""gvalue"":0}",SPD,8,"{""enchanted"":false,""gvalue"":0}",FALSE,79.17,Fatal,1,6,12,ATK flat,HP%,5
SPD,19,"{""enchanted"":false,""gvalue"":3}",ATK%,19,"{""enchanted"":false,""gvalue"":7}",ACC,6,"{""enchanted"":false,""gvalue"":0}",CRate,5,"{""enchanted"":false,""gvalue"":0}",FALSE,90.18,Fatal,1,6,12,ATK flat,RES,4
CDmg,5,"{""enchanted"":false,""gvalue"":0}",ATK%,14,"{""enchanted"":false,""gvalue"":0}",HP%,18,"{""enchanted"":false,""gvalue"":0}",SPD,10,"{""enchanted"":false,""gvalue"":0}",FALSE,85.76,Fatal,1,6,12,ATK flat,RES,5
HP%,14,"{""enchanted"":false,""gvalue"":3}",ATK%,21,"{""enchanted"":false,""gvalue"":6}",SPD,16,"{""enchanted"":false,""gvalue"":4}",CDmg,5,"{""enchanted"":false,""gvalue"":0}",FALSE,94.49,Fatal,1,6,12,ATK flat,HP flat,354
ATK%,12,"{""enchanted"":false,""gvalue"":7}",CDmg,5,"{""enchanted"":true,""gvalue"":0}",SPD,13,"{""enchanted"":false,""gvalue"":3}",CRate,15,"{""enchanted"":false,""gvalue"":0}",FALSE,87.35,Fatal,1,6,15,ATK flat,HP flat,261
CRate,11,"{""enchanted"":false,""gvalue"":0}",HP%,20,"{""enchanted"":false,""gvalue"":0}",ATK%,7,"{""enchanted"":false,""gvalue"":0}",,0,{},FALSE,77.68,Fatal,1,6,9,ATK flat,SPD,4
ATK%,8,"{""enchanted"":false,""gvalue"":0}",CDmg,20,"{""enchanted"":false,""gvalue"":0}",SPD,9,"{""enchanted"":false,""gvalue"":0}",,0,{},FALSE,73.98,Fatal,1,6,9,ATK flat,,0
SPD,4,"{""enchanted"":false,""gvalue"":0}",RES,10,"{""enchanted"":false,""gvalue"":0}",CDmg,9,"{""enchanted"":false,""gvalue"":0}",CRate,14,"{""enchanted"":false,""gvalue"":0}",FALSE,75.26,Fatal,1,6,12,ATK flat,,0
ATK%,13,"{""enchanted"":false,""gvalue"":0}",CRate,16,"{""enchanted"":false,""gvalue"":0}",CDmg,7,"{""enchanted"":false,""gvalue"":0}",,0,{},FALSE,80.65,Fatal,1,6,9,ATK flat,HP%,8
ACC,4,"{""enchanted"":false,""gvalue"":0}",CRate,15,"{""enchanted"":false,""gvalue"":0}",CDmg,14,"{""enchanted"":false,""gvalue"":0}",ATK%,12,"{""enchanted"":true,""gvalue"":5}",FALSE,82.14,Fatal,1,6,12,ATK flat,,0
HP%,14,"{""enchanted"":false,""gvalue"":0}",ATK%,20,"{""enchanted"":false,""gvalue"":0}",CDmg,5,"{""enchanted"":false,""gvalue"":0}",,0,{},FALSE,75.64,Fatal,1,6,9,ATK flat,RES,5
CRate,10,"{""enchanted"":false,""gvalue"":0}",ATK%,19,"{""enchanted"":false,""gvalue"":0}",SPD,6,"{""enchanted"":false,""gvalue"":0}",,0,{},FALSE,71.73,Fatal,1,6,9,ATK flat,,0
ATK%,13,"{""enchanted"":false,""gvalue"":0}",RES,7,"{""enchanted"":false,""gvalue"":0}",CDmg,18,"{""enchanted"":false,""gvalue"":0}",,0,{},FALSE,76.4,Fatal,1,6,9,ATK flat,HP%,5
SPD,9,"{""enchanted"":false,""gvalue"":0}",ACC,10,"{""enchanted"":false,""gvalue"":0}",CDmg,4,"{""enchanted"":false,""gvalue"":0}",CRate,8,"{""enchanted"":false,""gvalue"":0}",FALSE,69.86,Fatal,3,5,12,DEF flat,DEF%,7
DEF%,18,"{""enchanted"":false,""gvalue"":0}",SPD,6,"{""enchanted"":false,""gvalue"":0}",ACC,4,"{""enchanted"":false,""gvalue"":0}",CRate,16,"{""enchanted"":false,""gvalue"":0}",FALSE,85.12,Fatal,3,6,12,DEF flat,RES,4
CDmg,10,"{""enchanted"":false,""gvalue"":0}",CRate,5,"{""enchanted"":false,""gvalue"":0}",SPD,15,"{""enchanted"":false,""gvalue"":0}",,0,{},FALSE,75.09,Fatal,3,6,9,DEF flat,RES,6
HP%,25,"{""enchanted"":false,""gvalue"":7}",RES,14,"{""enchanted"":false,""gvalue"":0}",CDmg,7,"{""enchanted"":false,""gvalue"":0}",SPD,11,"{""enchanted"":false,""gvalue"":2}",FALSE,90.77,Fatal,3,6,12,DEF flat,,0
DEF%,24,"{""enchanted"":false,""gvalue"":5}",HP%,16,"{""enchanted"":false,""gvalue"":0}",CDmg,12,"{""enchanted"":false,""gvalue"":0}",SPD,7,"{""enchanted"":false,""gvalue"":2}",FALSE,92.01,Fatal,3,6,12,DEF flat,,0
CDmg,25,"{""enchanted"":false,""gvalue"":0}",CRate,5,"{""enchanted"":false,""gvalue"":0}",SPD,6,"{""enchanted"":false,""gvalue"":0}",RES,4,"{""enchanted"":false,""gvalue"":0}",FALSE,77.89,Fatal,3,6,12,DEF flat,,0
CDmg,15,"{""enchanted"":false,""gvalue"":0}",ACC,8,"{""enchanted"":false,""gvalue"":0}",CRate,12,"{""enchanted"":false,""gvalue"":0}",SPD,5,"{""enchanted"":false,""gvalue"":0}",FALSE,78.4,Fatal,3,6,12,DEF flat,,0
ATK%,6,"{""enchanted"":false,""gvalue"":0}",DEF%,16,"{""enchanted"":false,""gvalue"":0}",ATK flat,33,"{""enchanted"":false,""gvalue"":0}",CRate,14,"{""enchanted"":false,""gvalue"":0}",FALSE,83.02,Fatal,4,6,12,HP%,CDmg,5
RES,12,"{""enchanted"":false,""gvalue"":0}",CRate,11,"{""enchanted"":false,""gvalue"":0}",ATK%,5,"{""enchanted"":false,""gvalue"":0}",ATK flat,15,"{""enchanted"":false,""gvalue"":0}",FALSE,73.81,Fatal,4,6,15,CDmg,SPD,6
HP flat,607,"{""enchanted"":false,""gvalue"":0}",CRate,15,"{""enchanted"":false,""gvalue"":0}",ATK flat,13,"{""enchanted"":false,""gvalue"":0}",ACC,9,"{""enchanted"":false,""gvalue"":0}",FALSE,69.71,Fatal,4,6,12,CDmg,,0
SPD,10,"{""enchanted"":false,""gvalue"":0}",ATK flat,18,"{""enchanted"":false,""gvalue"":0}",CRate,16,"{""enchanted"":false,""gvalue"":0}",,0,{},FALSE,74.35,Fatal,4,6,9,CDmg,ATK%,5
