s1_t;s1_v;s1_data;s2_t;s2_v;s2_data;s3_t;s3_v;s3_data;s4_t;s4_v;s4_data;DT_RowId;id;unique_id;monster;originID;monster_n;originName;ancient;efficiency;set;slot;grade;level;m_t;m_v;i_t;i_v;locked;sub_res;sub_cdmg;sub_atkf;sub_acc;sub_atkp;sub_defp;sub_deff;sub_hpp;sub_hpf;sub_spd;sub_crate;quality;max_efficiency
"CRate";6;{"enchanted":false,"gvalue":0};"CDmg";19;{"enchanted":false,"gvalue":0};"RES";17;{"enchanted":false,"gvalue":0};"HP flat";350;{"enchanted":false,"gvalue":0};"row_72";72;37770615914;0;0;"Inventory";"Inventory";false;86.11;"Blade";3;6;12;"DEF flat";118;"ACC";6;0;17;19;"-";"-";"-";"-";"-";"-";350;"-";6;"Legend";86.11
"CDmg";5;{"enchanted":false,"gvalue":0};"CRate";23;{"enchanted":false,"gvalue":0};"ACC";7;{"enchanted":false,"gvalue":0};"HP%";14;{"enchanted":false,"gvalue":6};"row_73";73;37112295707;0;0;"Inventory";"Inventory";false;92.3;"Blade";3;6;12;"DEF flat";118;"DEF%";6;0;"-";5;"-";7;"-";"-";"-";14;"-";"-";23;"Hero";92.3
"ATK flat";13;{"enchanted":false,"gvalue":0};"SPD";15;{"enchanted":false,"gvalue":0};"CRate";10;{"enchanted":false,"gvalue":0};"";0;{};"row_74";74;37654652410;0;0;"Inventory";"Inventory";false;67.8;"Blade";4;6;9;"CDmg";47;"";0;0;"-";"-";13;"-";"-";"-";"-";"-";"-";15;10;"Hero";74.94
"CRate";18;{"enchanted":false,"gvalue":0};"ACC";12;{"enchanted":false,"gvalue":0};"ATK%";8;{"enchanted":false,"gvalue":0};"";0;{};"row_75";75;38009589838;0;0;"Inventory";"Inventory";false;79.76;"Blade";4;6;9;"CDmg";47;"SPD";4;0;"-";"-";"-";12;8;"-";"-";"-";"-";"-";18;"Hero";86.9
"CDmg";13;{"enchanted":false,"gvalue":0};"ATK%";27;{"enchanted":false,"gvalue":6};"RES";4;{"enchanted":false,"gvalue":0};"HP%";13;{"enchanted":false,"gvalue":7};"row_76";76;36749253304;0;0;"Inventory";"Inventory";false;88.27;"Blade";5;6;12;"HP flat";1800;"";0;0;4;13;"-";"-";27;"-";"-";13;"-";"-";"-";"Legend";88.27
"SPD";13;{"enchanted":false,"gvalue":3};"DEF%";19;{"enchanted":false,"gvalue":7};"CRate";15;{"enchanted":false,"gvalue":0};"HP%";14;{"enchanted":false,"gvalue":6};"row_77";77;37809724131;0;0;"Inventory";"Inventory";false;98.51;"Blade";5;6;12;"HP flat";1800;"";0;0;"-";"-";"-";"-";"-";19;"-";14;"-";13;15;"Legend";98.51
"RES";4;{"enchanted":false,"gvalue":0};"CDmg";4;{"enchanted":false,"gvalue":0};"ATK%";24;{"enchanted":false,"gvalue":4};"ACC";17;{"enchanted":false,"gvalue":0};"row_78";78;30678887355;0;0;"Inventory";"Inventory";false;82.83;"Blade";6;6;15;"HP%";63;"DEF flat";16;0;4;4;"-";17;24;"-";"-";"-";"-";"-";"-";"Legend";82.83
"HP flat";431;{"enchanted":false,"gvalue":0};"RES";11;{"enchanted":false,"gvalue":0};"ATK%";5;{"enchanted":false,"gvalue":0};"HP%";21;{"enchanted":false,"gvalue":0};"row_79";79;34420292367;0;0;"Inventory";"Inventory";false;72.85;"Rage";1;6;12;"ATK flat";118;"";0;0;11;"-";"-";"-";5;"-";"-";21;431;"-";"-";"Legend";72.85
"SPD";9;{"enchanted":false,"gvalue":4};"ATK%";10;{"enchanted":true,"gvalue":5};"CDmg";20;{"enchanted":false,"gvalue":0};"RES";7;{"enchanted":false,"gvalue":0};"row_80";80;34497695840;0;0;"Inventory";"Inventory";false;87.97;"Rage";1;6;12;"ATK flat";118;"CRate";5;0;7;20;"-";"-";10;"-";"-";"-";"-";9;"-";"Hero";87.97
"ATK%";10;{"enchanted":false,"gvalue":5};"CDmg";20;{"enchanted":false,"gvalue":0};"ACC";8;{"enchanted":true,"gvalue":0};"SPD";6;{"enchanted":false,"gvalue":0};"row_81";81;35053184184;0;0;"Inventory";"Inventory";false;79.34;"Rage";1;6;15;"ATK flat";160;"";0;0;"-";20;"-";8;10;"-";"-";"-";"-";6;"-";"Rare";79.34
"ATK%";23;{"enchanted":false,"gvalue":0};"HP%";14;{"enchanted":false,"gvalue":0};"CDmg";4;{"enchanted":false,"gvalue":0};"";0;{};"row_82";82;35175884040;0;0;"Inventory";"Inventory";false;72.83;"Rage";1;6;9;"ATK flat";94;"";0;0;"-";4;"-";"-";23;"-";"-";14;"-";"-";"-";"Hero";79.97
"CRate";11;{"enchanted":false,"gvalue":0};"SPD";14;{"enchanted":false,"gvalue":0};"HP flat";239;{"enchanted":false,"gvalue":0};"ACC";10;{"enchanted":false,"gvalue":0};"row_83";83;35208556293;0;0;"Inventory";"Inventory";false;83.82;"Rage";1;6;12;"ATK flat";118;"RES";8;0;"-";"-";"-";10;"-";"-";"-";"-";239;14;11;"Legend";83.82
"HP%";7;{"enchanted":false,"gvalue":0};"ATK%";29;{"enchanted":false,"gvalue":6};"CRate";5;{"enchanted":false,"gvalue":0};"";0;{};"row_84";84;35745268435;0;0;"Inventory";"Inventory";false;73.81;"Rage";1;6;9;"ATK flat";94;"";0;0;"-";"-";"-";"-";29;"-";"-";7;"-";"-";5;"Hero";80.95
"ATK%";6;{"enchanted":false,"gvalue":0};"HP flat";371;{"enchanted":false,"gvalue":0};"CRate";20;{"enchanted":false,"gvalue":0};"ACC";8;{"enchanted":false,"gvalue":0};"row_85";85;35818379193;0;0;"Inventory";"Inventory";false;79.64;"Rage";1;6;12;"ATK flat";118;"CDmg";4;0;"-";"-";"-";8;6;"-";"-";"-";371;"-";20;"Legend";79.64
"SPD";12;{"enchanted":false,"gvalue":0};"CDmg";13;{"enchanted":false,"gvalue":0};"HP flat";328;{"enchanted":false,"gvalue":0};"RES";8;{"enchanted":false,"gvalue":0};"row_86";86;35836161262;0;0;"Inventory";"Inventory";false;78;"Rage";1;6;12;"ATK flat";118;"ATK%";5;0;8;13;"-";"-";"-";"-";"-";"-";328;12;"-";"Rare";78
"CRate";16;{"enchanted":false,"gvalue":0};"CDmg";7;{"enchanted":true,"gvalue":0};"ATK%";19;{"enchanted":false,"gvalue":6};"SPD";9;{"enchanted":false,"gvalue":3};"row_87";87;36286753782;0;0;"Inventory";"Inventory";false;89.58;"Rage";1;6;12;"ATK flat";118;"";0;0;"-";7;"-";"-";19;"-";"-";"-";"-";9;16;"Hero";89.58
"CRate";6;{"enchanted":false,"gvalue":0};"SPD";11;{"enchanted":false,"gvalue":0};"ACC";11;{"enchanted":false,"gvalue":0};"HP%";18;{"enchanted":false,"gvalue":0};"row_88";88;36290854621;0;0;"Inventory";"Inventory";false;81.85;"Rage";1;6;12;"ATK flat";118;"";0;0;"-";"-";"-";11;"-";"-";"-";18;"-";11;6;"Legend";81.85
"SPD";16;{"enchanted":false,"gvalue":0};"CRate";4;{"enchanted":false,"gvalue":0};"ATK%";13;{"enchanted":false,"gvalue":0};"ACC";4;{"enchanted":false,"gvalue":0};"row_89";89;36317622889;0;0;"Inventory";"Inventory";false;74.7;"Rage";1;6;12;"ATK flat";118;"";0;0;"-";"-";"-";4;13;"-";"-";"-";"-";16;4;"Hero";74.7
"CRate";22;{"enchanted":false,"gvalue":0};"ACC";7;{"enchanted":false,"gvalue":0};"ATK%";13;{"enchanted":false,"gvalue":6};"CDmg";5;{"enchanted":false,"gvalue":0};"row_90";90;38575070389;0;0;"Inventory";"Inventory";false;91.11;"Rage";1;6;12;"ATK flat";118;"RES";7;0;"-";5;"-";7;13;"-";"-";"-";"-";"-";22;"Hero";91.11
"SPD";12;{"enchanted":false,"gvalue":0};"HP%";22;{"enchanted":false,"gvalue":0};"RES";5;{"enchanted":false,"gvalue":0};"";0;{};"row_91";91;38605356693;0;0;"Inventory";"Inventory";false;74.11;"Rage";1;6;9;"ATK flat";94;"";0;0;5;"-";"-";"-";"-";"-";"-";22;"-";12;"-";"Hero";81.25
"ATK%";14;{"enchanted":false,"gvalue":0};"CRate";10;{"enchanted":false,"gvalue":0};"ACC";12;{"enchanted":false,"gvalue":0};"";0;{};"row_92";92;38741119708;0;0;"Inventory";"Inventory";false;70.83;"Rage";1;6;9;"ATK flat";94;"";0;0;"-";"-";"-";12;14;"-";"-";"-";"-";"-";10;"Hero";77.98
"HP%";11;{"enchanted":false,"gvalue":0};"CRate";6;{"enchanted":false,"gvalue":0};"SPD";16;{"enchanted":false,"gvalue":0};"";0;{};"row_93";93;38770903771;0;0;"Inventory";"Inventory";false;76.83;"Rage";1;6;9;"ATK flat";94;"CDmg";5;0;"-";"-";"-";"-";"-";"-";"-";11;"-";16;6;"Hero";83.97
"RES";6;{"enchanted":false,"gvalue":0};"SPD";5;{"enchanted":false,"gvalue":0};"HP%";6;{"enchanted":false,"gvalue":0};"";0;{};"row_94";94;38777746050;0;0;"Inventory";"Inventory";false;52.38;"Rage";1;6;0;"ATK flat";22;"";0;0;6;"-";"-";"-";"-";"-";"-";6;"-";5;"-";"Hero";80.95
"ATK%";11;{"enchanted":false,"gvalue":6};"HP%";20;{"enchanted":false,"gvalue":6};"SPD";24;{"enchanted":false,"gvalue":4};"CRate";7;{"enchanted":true,"gvalue":0};"row_95";95;38792030603;0;0;"Inventory";"Inventory";false;103.76;"Rage";1;6;12;"ATK flat";118;"HP flat";364;0;"-";"-";"-";"-";11;"-";"-";20;"-";24;7;"Legend";103.76
"HP%";6;{"enchanted":false,"gvalue":0};"ACC";5;{"enchanted":false,"gvalue":0};"CDmg";21;{"enchanted":false,"gvalue":0};"ATK flat";13;{"enchanted":false,"gvalue":0};"row_96";96;35710322745;0;0;"Inventory";"Inventory";false;69.29;"Rage";2;6;15;"ATK%";63;"";0;0;"-";21;13;5;"-";"-";"-";6;"-";"-";"-";"Hero";69.29
"CRate";11;{"enchanted":false,"gvalue":0};"CDmg";14;{"enchanted":false,"gvalue":0};"ATK%";9;{"enchanted":false,"gvalue":0};"ACC";25;{"enchanted":false,"gvalue":0};"row_97";97;37604925364;0;0;"Inventory";"Inventory";true;93.45;"Rage";2;6;12;"SPD";31;"";0;0;"-";14;"-";25;9;"-";"-";"-";"-";"-";11;"Legend";93.45
"DEF flat";19;{"enchanted":false,"gvalue":0};"ATK%";6;{"enchanted":false,"gvalue":0};"";0;{};"";0;{};"row_98";98;38726061032;0;0;"Inventory";"Inventory";false;50.71;"Rage";2;6;0;"HP flat";360;"DEF%";7;0;"-";"-";"-";"-";6;"-";19;"-";"-";"-";"-";"Rare";79.29
"CDmg";4;{"enchanted":false,"gvalue":0};"RES";4;{"enchanted":false,"gvalue":0};"SPD";4;{"enchanted":false,"gvalue":0};"";0;{};"row_99";99;38777888542;0;0;"Inventory";"Inventory";false;48.13;"Rage";2;6;0;"DEF%";11;"";0;0;4;4;"-";"-";"-";"-";"-";"-";"-";4;"-";"Hero";76.7
"HP flat";276;{"enchanted":false,"gvalue":0};"CRate";10;{"enchanted":false,"gvalue":0};"SPD";17;{"enchanted":false,"gvalue":0};"";0;{};"row_100";100;38793187211;0;0;"Inventory";"Inventory";false;70.49;"Rage";2;6;9;"ATK%";38;"";0;0;"-";"-";"-";"-";"-";"-";"-";"-";276;17;10;"Hero";77.63
"HP%";12;{"enchanted":false,"gvalue":0};"CDmg";19;{"enchanted":false,"gvalue":0};"CRate";5;{"enchanted":false,"gvalue":0};"DEF%";6;{"enchanted":false,"gvalue":0};"row_101";101;35195017866;0;0;"Inventory";"Inventory";false;77.13;"Rage";3;6;12;"DEF flat";118;"";0;0;"-";19;"-";"-";"-";6;"-";12;"-";"-";5;"Hero";77.13
"HP%";19;{"enchanted":false,"gvalue":6};"DEF%";21;{"enchanted":false,"gvalue":6};"ACC";13;{"enchanted":false,"gvalue":0};"SPD";15;{"enchanted":false,"gvalue":4};"row_102";102;35818055170;0;0;"Inventory";"Inventory";false;100.89;"Rage";3;6;12;"DEF flat";118;"";0;0;"-";"-";"-";13;"-";21;"-";19;"-";15;"-";"Legend";100.89
"CDmg";14;{"enchanted":false,"gvalue":0};"HP%";21;{"enchanted":false,"gvalue":0};"SPD";6;{"enchanted":false,"gvalue":0};"";0;{};"row_103";103;35951465934;0;0;"Inventory";"Inventory";false;75.89;"Rage";3;6;9;"DEF flat";94;"";0;0;"-";14;"-";"-";"-";"-";"-";21;"-";6;"-";"Hero";83.04
"RES";12;{"enchanted":false,"gvalue":0};"DEF%";15;{"enchanted":false,"gvalue":7};"SPD";19;{"enchanted":false,"gvalue":3};"HP%";15;{"enchanted":true,"gvalue":6};"row_104";104;36103359859;0;0;"Inventory";"Inventory";false;101.19;"Rage";3;6;12;"DEF flat";118;"ACC";6;0;12;"-";"-";"-";"-";15;"-";15;"-";19;"-";"Legend";101.19
"DEF%";21;{"enchanted":false,"gvalue":5};"RES";15;{"enchanted":false,"gvalue":0};"HP%";14;{"enchanted":false,"gvalue":0};"SPD";8;{"enchanted":false,"gvalue":3};"row_105";105;38580988650;0;0;"Inventory";"Inventory";false;91.75;"Rage";3;6;12;"DEF flat";118;"HP flat";196;0;15;"-";"-";"-";"-";21;"-";14;"-";8;"-";"Hero";91.75
"CDmg";17;{"enchanted":false,"gvalue":0};"HP%";16;{"enchanted":false,"gvalue":0};"CRate";5;{"enchanted":false,"gvalue":0};"";0;{};"row_106";106;38605147329;0;0;"Inventory";"Inventory";false;78.66;"Rage";3;6;9;"DEF flat";94;"RES";6;0;"-";17;"-";"-";"-";"-";"-";16;"-";"-";5;"Hero";85.8
"DEF%";9;{"enchanted":false,"gvalue":3};"CDmg";5;{"enchanted":false,"gvalue":0};"HP%";14;{"enchanted":false,"gvalue":0};"CRate";21;{"enchanted":false,"gvalue":0};"row_107";107;38563941666;0;0;"Inventory";"Inventory";false;86.35;"Rage";3;6;12;"DEF flat";118;"";0;0;"-";5;"-";"-";"-";9;"-";14;"-";"-";21;"Legend";86.35
"CDmg";7;{"enchanted":false,"gvalue":0};"CRate";15;{"enchanted":false,"gvalue":0};"HP%";15;{"enchanted":false,"gvalue":0};"";0;{};"row_108";108;38644625467;0;0;"Inventory";"Inventory";false;74.11;"Rage";3;6;9;"DEF flat";94;"";0;0;"-";7;"-";"-";"-";"-";"-";15;"-";"-";15;"Hero";81.25
"SPD";5;{"enchanted":false,"gvalue":0};"ACC";5;{"enchanted":false,"gvalue":0};"DEF%";5;{"enchanted":false,"gvalue":0};"";0;{};"row_109";109;38701946819;0;0;"Inventory";"Inventory";false;50.6;"Rage";3;6;0;"DEF flat";22;"";0;0;"-";"-";"-";5;"-";5;"-";"-";"-";5;"-";"Hero";79.17
"SPD";12;{"enchanted":false,"gvalue":0};"DEF%";11;{"enchanted":false,"gvalue":0};"RES";11;{"enchanted":false,"gvalue":0};"";0;{};"row_110";110;38744924577;0;0;"Inventory";"Inventory";false;69.64;"Rage";3;6;9;"DEF flat";94;"";0;0;11;"-";"-";"-";"-";11;"-";"-";"-";12;"-";"Hero";76.79
"DEF%";5;{"enchanted":false,"gvalue":0};"RES";4;{"enchanted":false,"gvalue":0};"CDmg";7;{"enchanted":false,"gvalue":0};"";0;{};"row_111";111;38759869184;0;0;"Inventory";"Inventory";false;56.25;"Rage";3;6;0;"DEF flat";22;"HP%";6;0;4;7;"-";"-";"-";5;"-";"-";"-";"-";"-";"Hero";84.82
"HP flat";185;{"enchanted":false,"gvalue":0};"RES";7;{"enchanted":false,"gvalue":0};"";0;{};"";0;{};"row_112";112;38759974910;0;0;"Inventory";"Inventory";false;48.49;"Rage";3;6;0;"DEF flat";22;"SPD";4;0;7;"-";"-";"-";"-";"-";"-";"-";185;"-";"-";"Rare";77.06
"DEF%";11;{"enchanted":false,"gvalue":0};"SPD";6;{"enchanted":false,"gvalue":0};"CRate";14;{"enchanted":false,"gvalue":0};"";0;{};"row_113";113;35389498760;0;0;"Inventory";"Inventory";false;72.02;"Rage";4;6;9;"CDmg";47;"DEF flat";15;0;"-";"-";"-";"-";"-";11;"-";"-";"-";6;14;"Hero";79.17
"DEF%";5;{"enchanted":false,"gvalue":0};"ACC";15;{"enchanted":false,"gvalue":0};"CRate";8;{"enchanted":false,"gvalue":0};"ATK%";15;{"enchanted":false,"gvalue":0};"row_114";114;35683696076;0;0;"Inventory";"Inventory";false;76.49;"Rage";4;6;12;"CDmg";59;"";0;0;"-";"-";"-";15;15;5;"-";"-";"-";"-";8;"Legend";76.49
"HP%";20;{"enchanted":false,"gvalue":0};"DEF flat";41;{"enchanted":false,"gvalue":0};"ATK%";6;{"enchanted":false,"gvalue":0};"SPD";6;{"enchanted":false,"gvalue":0};"row_115";115;36047728024;0;0;"Inventory";"Inventory";false;75.44;"Rage";4;6;12;"DEF%";47;"HP flat";215;0;"-";"-";"-";"-";6;"-";41;20;"-";6;"-";"Legend";75.44
"ACC";5;{"enchanted":false,"gvalue":0};"DEF%";17;{"enchanted":false,"gvalue":0};"ATK%";13;{"enchanted":false,"gvalue":0};"SPD";5;{"enchanted":false,"gvalue":0};"row_116";116;38227965744;0;0;"Inventory";"Inventory";false;76.23;"Rage";4;6;12;"CDmg";59;"HP flat";348;0;"-";"-";"-";5;13;17;"-";"-";"-";5;"-";"Hero";76.23
"SPD";9;{"enchanted":false,"gvalue":3};"HP%";27;{"enchanted":false,"gvalue":5};"ACC";7;{"enchanted":true,"gvalue":0};"DEF%";19;{"enchanted":false,"gvalue":7};"row_117";117;35816347712;0;0;"Inventory";"Inventory";false;93.75;"Rage";4;6;15;"ATK%";63;"";0;0;"-";"-";"-";7;"-";19;"-";27;"-";9;"-";"Legend";93.75
"HP%";27;{"enchanted":false,"gvalue":7};"SPD";8;{"enchanted":false,"gvalue":3};"DEF%";22;{"enchanted":false,"gvalue":7};"ATK%";14;{"enchanted":true,"gvalue":6};"row_118";118;36495905579;0;0;"Inventory";"Inventory";false;103.12;"Rage";4;6;12;"CDmg";59;"HP flat";171;0;"-";"-";"-";"-";14;22;"-";27;"-";8;"-";"Hero";103.12
"ATK%";25;{"enchanted":false,"gvalue":4};"HP%";16;{"enchanted":false,"gvalue":0};"SPD";9;{"enchanted":false,"gvalue":3};"CDmg";6;{"enchanted":false,"gvalue":0};"row_119";119;38644419638;0;0;"Inventory";"Inventory";false;94.52;"Rage";4;6;12;"DEF%";47;"ACC";6;0;"-";6;"-";"-";25;"-";"-";16;"-";9;"-";"Hero";94.52
"DEF%";16;{"enchanted":false,"gvalue":0};"RES";10;{"enchanted":false,"gvalue":0};"SPD";11;{"enchanted":false,"gvalue":0};"";0;{};"row_120";120;38647547527;0;0;"Inventory";"Inventory";false;72.02;"Rage";4;6;9;"HP%";38;"";0;0;10;"-";"-";"-";"-";16;"-";"-";"-";11;"-";"Hero";79.17
"CRate";10;{"enchanted":false,"gvalue":0};"CDmg";16;{"enchanted":false,"gvalue":0};"ACC";8;{"enchanted":false,"gvalue":0};"HP%";13;{"enchanted":true,"gvalue":4};"row_121";121;31254205021;0;0;"Inventory";"Inventory";false;82.7;"Rage";5;6;15;"HP flat";2448;"";0;0;"-";16;"-";8;"-";"-";"-";13;"-";"-";10;"Hero";82.7
"SPD";11;{"enchanted":false,"gvalue":0};"RES";11;{"enchanted":false,"gvalue":0};"HP%";12;{"enchanted":false,"gvalue":0};"CRate";10;{"enchanted":false,"gvalue":0};"row_122";122;35339263274;0;0;"Inventory";"Inventory";false;81.25;"Rage";5;6;12;"HP flat";1800;"";0;0;11;"-";"-";"-";"-";"-";"-";12;"-";11;10;"Legend";81.25
"CDmg";19;{"enchanted":false,"gvalue":0};"ATK%";16;{"enchanted":false,"gvalue":5};"RES";8;{"enchanted":false,"gvalue":0};"CRate";3;{"enchanted":true,"gvalue":0};"row_123";123;35660215274;0;0;"Inventory";"Inventory";false;80.1;"Rage";5;6;15;"HP flat";2448;"";0;0;8;19;"-";"-";16;"-";"-";"-";"-";"-";3;"Hero";80.1
"SPD";15;{"enchanted":false,"gvalue":0};"DEF%";5;{"enchanted":false,"gvalue":0};"ACC";12;{"enchanted":false,"gvalue":0};"CRate";8;{"enchanted":false,"gvalue":0};"row_124";124;35817749818;0;0;"Inventory";"Inventory";false;83.63;"Rage";5;6;12;"HP flat";1800;"HP%";6;0;"-";"-";"-";12;"-";5;"-";"-";"-";15;8;"Legend";83.63
"DEF%";22;{"enchanted":false,"gvalue":6};"SPD";8;{"enchanted":false,"gvalue":3};"HP%";15;{"enchanted":true,"gvalue":6};"CDmg";20;{"enchanted":false,"gvalue":0};"row_125";125;37883184194;0;0;"Inventory";"Inventory";false;104.63;"Rage";5;6;12;"HP flat";1800;"CRate";5;0;"-";20;"-";"-";"-";22;"-";15;"-";8;"-";"Legend";104.63
"DEF%";34;{"enchanted":false,"gvalue":6};"HP%";10;{"enchanted":false,"gvalue":3};"CDmg";7;{"enchanted":false,"gvalue":0};"ACC";7;{"enchanted":false,"gvalue":0};"row_126";126;38272650922;0;0;"Inventory";"Inventory";false;88.39;"Rage";5;6;12;"HP flat";1800;"";0;0;"-";7;"-";7;"-";34;"-";10;"-";"-";"-";"Hero";88.39
"DEF%";20;{"enchanted":false,"gvalue":0};"SPD";4;{"enchanted":false,"gvalue":0};"HP%";14;{"enchanted":false,"gvalue":0};"DEF flat";16;{"enchanted":false,"gvalue":0};"row_127";127;38593074456;0;0;"Inventory";"Inventory";false;73.69;"Rage";5;6;12;"HP flat";1800;"";0;0;"-";"-";"-";"-";"-";20;16;14;"-";4;"-";"Hero";73.69
"SPD";15;{"enchanted":false,"gvalue":3};"CRate";6;{"enchanted":false,"gvalue":0};"ATK%";25;{"enchanted":false,"gvalue":7};"DEF%";15;{"enchanted":true,"gvalue":6};"row_128";128;32950123074;0;0;"Inventory";"Inventory";false;96.43;"Rage";5;6;15;"HP flat";2448;"";0;0;"-";"-";"-";"-";25;15;"-";"-";"-";15;6;"Hero";96.43
"CDmg";6;{"enchanted":false,"gvalue":0};"RES";4;{"enchanted":false,"gvalue":0};"CRate";4;{"enchanted":false,"gvalue":0};"";0;{};"row_129";129;38646406897;0;0;"Inventory";"Inventory";false;53.03;"Rage";5;6;0;"HP flat";360;"ATK flat";16;0;4;6;"-";"-";"-";"-";"-";"-";"-";"-";4;"Hero";81.6
"CDmg";5;{"enchanted":false,"gvalue":0};"ATK%";7;{"enchanted":false,"gvalue":0};"ACC";6;{"enchanted":false,"gvalue":0};"";0;{};"row_130";130;38655299381;0;0;"Inventory";"Inventory";false;58.67;"Rage";5;6;0;"HP flat";360;"DEF%";7;0;"-";5;"-";6;7;"-";"-";"-";"-";"-";"-";"Hero";87.24
"CDmg";11;{"enchanted":false,"gvalue":0};"CRate";6;{"enchanted":true,"gvalue":0};"ATK%";27;{"enchanted":false,"gvalue":4};"ATK flat";27;{"enchanted":false,"gvalue":12};"row_131";131;38659367790;0;0;"Inventory";"Inventory";false;83.01;"Rage";5;6;12;"HP flat";1800;"";0;0;"-";11;27;"-";27;"-";"-";"-";"-";"-";6;"Hero";83.01
"DEF%";14;{"enchanted":false,"gvalue":0};"DEF flat";35;{"enchanted":false,"gvalue":0};"CRate";10;{"enchanted":false,"gvalue":0};"";0;{};"row_132";132;38737990201;0;0;"Inventory";"Inventory";false;73.51;"Rage";5;6;9;"HP flat";1440;"CDmg";7;0;"-";"-";"-";"-";"-";14;35;"-";"-";"-";10;"Hero";80.65
"ATK flat";38;{"enchanted":false,"gvalue":0};"ATK%";22;{"enchanted":false,"gvalue":0};"CRate";5;{"enchanted":false,"gvalue":0};"CDmg";11;{"enchanted":false,"gvalue":0};"row_133";133;38771162208;0;0;"Inventory";"Inventory";false;79.32;"Rage";5;6;12;"HP flat";1800;"";0;0;"-";11;38;"-";22;"-";"-";"-";"-";"-";5;"Legend";79.32
"DEF%";8;{"enchanted":false,"gvalue":0};"ATK flat";17;{"enchanted":false,"gvalue":0};"HP%";6;{"enchanted":false,"gvalue":0};"";0;{};"row_134";134;38777835236;0;0;"Inventory";"Inventory";false;51.25;"Rage";5;6;0;"HP flat";360;"";0;0;"-";"-";17;"-";"-";8;"-";6;"-";"-";"-";"Hero";79.82
"ATK flat";11;{"enchanted":false,"gvalue":0};"CDmg";6;{"enchanted":false,"gvalue":0};"";0;{};"";0;{};"row_135";135;38738578430;0;0;"Inventory";"Inventory";false;43.8;"Rage";6;6;0;"DEF%";11;"";0;0;"-";6;11;"-";"-";"-";"-";"-";"-";"-";"-";"Rare";72.37
"SPD";10;{"enchanted":false,"gvalue":0};"CRate";6;{"enchanted":false,"gvalue":0};"ACC";17;{"enchanted":false,"gvalue":0};"";0;{};"row_136";136;38771176489;0;0;"Inventory";"Inventory";false;77.08;"Rage";6;6;9;"ATK%";38;"CDmg";7;0;"-";"-";"-";17;"-";"-";"-";"-";"-";10;6;"Hero";84.23
"RES";8;{"enchanted":false,"gvalue":0};"ATK%";11;{"enchanted":false,"gvalue":4};"SPD";20;{"enchanted":false,"gvalue":0};"HP flat";165;{"enchanted":false,"gvalue":0};"row_137";137;37832875901;0;0;"Inventory";"Inventory";false;78.06;"Focus";1;6;12;"ATK flat";118;"";0;0;8;"-";"-";"-";11;"-";"-";"-";165;20;"-";"Hero";78.06
"RES";7;{"enchanted":false,"gvalue":0};"HP%";19;{"enchanted":false,"gvalue":0};"SPD";5;{"enchanted":false,"gvalue":0};"";0;{};"row_138";138;38517171265;0;0;"Inventory";"Inventory";false;72.02;"Focus";1;6;6;"ATK flat";70;"CRate";6;0;7;"-";"-";"-";"-";"-";"-";19;"-";5;"-";"Hero";86.31
"ACC";20;{"enchanted":false,"gvalue":0};"ATK%";7;{"enchanted":false,"gvalue":0};"HP%";8;{"enchanted":false,"gvalue":0};"";0;{};"row_139";139;38548337007;0;0;"Inventory";"Inventory";false;74.11;"Focus";1;6;6;"ATK flat";70;"SPD";6;0;"-";"-";"-";20;7;"-";"-";8;"-";"-";"-";"Hero";88.39
"CDmg";5;{"enchanted":false,"gvalue":0};"HP%";23;{"enchanted":false,"gvalue":3};"ATK%";20;{"enchanted":false,"gvalue":5};"SPD";4;{"enchanted":false,"gvalue":0};"row_140";140;38551047060;0;0;"Inventory";"Inventory";false;86.25;"Focus";1;6;12;"ATK flat";118;"HP flat";239;0;"-";5;"-";"-";20;"-";"-";23;"-";4;"-";"Hero";86.25
"ACC";8;{"enchanted":false,"gvalue":0};"HP%";17;{"enchanted":false,"gvalue":4};"SPD";20;{"enchanted":false,"gvalue":3};"CRate";4;{"enchanted":false,"gvalue":0};"row_141";141;38059620697;0;0;"Inventory";"Inventory";false;92.86;"Focus";1;6;12;"ATK flat";118;"RES";7;0;"-";"-";"-";8;"-";"-";"-";17;"-";20;4;"Hero";92.86
"HP flat";203;{"enchanted":false,"gvalue":0};"ACC";6;{"enchanted":false,"gvalue":0};"RES";7;{"enchanted":false,"gvalue":0};"SPD";4;{"enchanted":false,"gvalue":0};"row_142";142;38792712668;0;0;"Inventory";"Inventory";false;58.78;"Focus";1;6;0;"ATK flat";22;"CRate";4;0;7;"-";"-";6;"-";"-";"-";"-";203;4;"-";"Legend";87.35
"CRate";11;{"enchanted":false,"gvalue":0};"ACC";16;{"enchanted":false,"gvalue":0};"RES";4;{"enchanted":false,"gvalue":0};"SPD";9;{"enchanted":true,"gvalue":3};"row_143";143;33533153144;0;0;"Inventory";"Inventory";false;84.52;"Focus";2;6;15;"ATK%";63;"CDmg";7;0;4;"-";"-";16;"-";"-";"-";"-";"-";9;11;"Hero";84.52
